Date,contract,name,Delegator APR,Validator APR,Stake Balance,Base Stake,locked,Stake percent,Service fee,Delegation cap,Top up,Number of active nodes,Total number of nodes,Number of delegators,identity,featured,explorerURL,location,rank,score,Check cap if full
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm8llllsyhrgzd,P2P Validator,11.77,13.89,69803557875850276372115,42500000000000000000000,69803528701228088238542,0.58,1000.0,80000000000000000000000,27303528701228088238542,17,17.0,1158.0,p2p_org_,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm8llllsyhrgzd,Milky Way,28,1919,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmhllllsjg335n,Aurentum GmbH,11.14,14.85,25538384049017673443058,20000000000000000000000,25539969331907673443056,0.21,1.0,0,5539969331907673443056,8,11.0,1547.0,aurentum,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmhllllsjg335n,Germany,59,720,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmlllllsencflu,InfStones,10.16,11.54,27049589027644882921129,5000000000000000000000,27049589027644882921128,0.22,1200.0,0,22049589027644882921128,2,2.0,541.0,infstonescom,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmlllllsencflu,"Dallas, TX",58,240,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqn8lllls0e2ea0,Ape Staking,11.91,13.49,4661765321854962142521,2500000000000000000000,4661765321854962142521,0.03,1175.0,5500000000000000000000,2161765321854962142521,1,1.0,334.0,apestaking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqn8lllls0e2ea0,"The Elrond Blockchain, thus everywhere!",122,120,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnhllllsexcqt3,Robot Stake,15.9,15.9,17999999922392354664897,17500000000000000000000,17999999922392354664896,0.15,0.0,18000000000000000000000,499999922392354664896,7,7.0,374.0,robotstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnhllllsexcqt3,,76,840,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnlllllsja3cq7,Allstar.io,13.85,14.89,9499993955963774926627,7500000000000000000000,9499993955963774926626,0.07,699.0,9500000000000000000000,1999993955963774926626,3,3.0,639.0,allstario,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnlllllsja3cq7,,93,359,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp0llllswfeycs,ImpactStaking,12.74,14.47,6993477114601650446404,5000000000000000000000,6993477114601650446404,0.05,1200.0,7000000000000000000000,1993477114601650446404,2,3.0,591.0,impactstaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp0llllswfeycs,Planet Earth,105,240,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp8lllls9jsunl,Oxsy AI,7.9,14.61,5248001197503338613609,92500000000000000000000,125249001197503338613594,1.04,0.0,5000000000000000000000,32749001197503338613594,37,2.0,7.0,oxsy,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp8lllls9jsunl,"Sibiu, Romania",20,5120,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqphllllsndz99p,Chain State Labs,12.67,14.07,194780982143717136455324,125000000000000000000000,194780982143717136455300,1.62,1000.0,195000000000000000000000,69780982143717136455300,50,50.0,1582.0,cslabsio,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqphllllsndz99p,,11,6000,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqplllllscktaww,IELEMAN,13.75,15.58,27324343034793473626615,25000000000000000000000,27324343034793473626610,0.22,200.0,27255000000000000000000,2324343034793473626610,10,12.0,255.0,ieleman,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqplllllscktaww,Romania,57,1059,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhllllsajxzat,Staking Agency,12.55,14.77,592811618661502153757240,455000000000000000000000,592804372646853340875538,4.95,1500.0,600000000000000000000000,137804372646853340875538,182,182.0,10603.0,staking_agency,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhllllsajxzat,Romania,4,21839,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqlllllskf06ky,Alchemy Capital,13.53,15.73,42501519847610543200940,40000000000000000000000,42501519847610543200928,0.35,1399.0,42500000000000000000000,2501519847610543200928,16,19.0,2903.0,alchemycapital,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqlllllskf06ky,Planet Earth,41,1919,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr0llllsj732py,goldtree,15.79,15.89,2625000000000000000000,5000000000000000000000,5154000000000000000000,0.04,0.0,2625000000000000000000,154000000000000000000,2,1.0,6.0,goldtree,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr0llllsj732py,"Germany, Europe",112,240,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr8llllse9cj2t,Titan Stake,12.83,15.09,57460427511188781961785,47500000000000000000000,57430427511188781961781,0.47,1500.0,62000000000000000000000,9930427511188781961781,19,19.0,1507.0,titanstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr8llllse9cj2t,"Sibiu, Romania",33,2239,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrhlllls062tu4,Istari Vision,11.16,13.45,647475840805737274044929,342500000000000000000000,647475840805737274044796,5.41,1700.0,0,304975840805737274044796,137,137.0,5843.0,istari_vision,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrhlllls062tu4,Switzerland & Germany,3,16439,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrlllllsyprnh6,RosettaStake,13.84,15.37,45602101512812969327193,40000000000000000000000,45602101512812969327184,0.38,1000.0,45600000000000000000000,5602101512812969327184,16,16.0,3628.0,rosettastake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrlllllsyprnh6,,39,1919,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqs0llllsk20gh7,TwinsofT,12.61,13.27,10063886039224494184806,5000000000000000000000,10063886039224494184806,0.08,500.0,15000000000000000000000,5063886039224494184806,2,2.0,1613.0,twinsoft,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqs0llllsk20gh7,"Sibiu, Romania",90,240,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqs8llllsa3xsu3,FriendsStaking,13.62,15.13,2999999914852068309277,2500000000000000000000,2999999914852068309277,0.02,1000.0,3000000000000000000000,499999914852068309277,1,1.0,121.0,friendsstaking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqs8llllsa3xsu3,,232,120,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqshllllstw5f20,Honest Scales Staking,10.98,12.91,5780055752992441400950,2500000000000000000000,5780055752992441400950,0.04,1500.0,10000000000000000000000,3280055752992441400950,1,1.0,215.0,honestscales,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqshllllstw5f20,,109,120,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqt0llllsescm7x,Bware Labs,14.04,14.77,13009995107276550687878,10000000000000000000000,13009995107276550687876,0.1,500.0,13010000000000000000000,3009995107276550687876,4,4.0,770.0,bwarelabs,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqt0llllsescm7x,Bucharest,81,480,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqt8llllsjt3r4f,COWRYBASÎ,12.36,14.54,6887254486055818908707,5000000000000000000000,6887254486055818908706,0.05,1500.0,21000000000000000000000,1887254486055818908706,2,2.0,648.0,cowrybase,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqt8llllsjt3r4f,Switzerland,106,240,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqthllllsy5r6rh,RisaSoft Staking,11.34,12.59,20021871512613957977746,7500000000000000000000,20013662351058021424791,0.16,1000.0,24000000000000000000000,12513662351058021424791,3,3.0,1972.0,risasoft,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqthllllsy5r6rh,"Milwaukee, WI",72,359,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqu8lllls8clacj,Blockdaemon,11.08,12.3,54267714852714907466418,17500000000000000000000,54267714852714907466412,0.45,1000.0,0,36767714852714907466412,7,7.0,555.0,bd_validators,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqu8lllls8clacj,,36,840,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqullllls6uyu9r,NTH Inc,12.25,12.89,5833550029803967779248,2500000000000000000000,5833550029803967779248,0.04,500.0,6000000000000000000000,3333550029803967779248,1,2.0,619.0,nethus,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqullllls6uyu9r,Romania,108,120,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqv8lllls3ydk0k,stakecamp,12.56,13.96,24154352845013566621575,15000000000000000000000,24154352845013566621572,0.2,1000.0,25000000000000000000000,9154352845013566621572,6,10.0,1445.0,stakecamp,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqv8lllls3ydk0k,"Czech Republic, Prague",62,720,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqvhlllls8ml0eg,Nic Staking,12.41,14.6,6784853848615254607465,5000000000000000000000,6784853848615254607464,0.05,1500.0,6800000000000000000000,1784853848615254607464,2,6.0,324.0,nictherick,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqvhlllls8ml0eg,Germany,107,220,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqvlllllsvqkhj8,Trust Staking Switzerland,11.9,14.0,7955832274253844041101,5000000000000000000000,7955832274253844041100,0.06,1500.0,14000000000000000000000,2955832274253844041100,2,5.0,448.0,truststakingsw,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqvlllllsvqkhj8,Switzerland,100,240,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqw0llllsxgvqad,â¡ï¸Disruptive Unlimitedâ¡ï¸,11.62,13.2,10320106523068488404640,5000000000000000000000,10320106523068488404640,0.08,1200.0,0,5320106523068488404640,2,2.0,451.0,disruptiveultd,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqw0llllsxgvqad,Romania,88,240,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqwhllllsmvhpqu,ð Chief Engineer Stakingâ,11.8,13.11,21395848341272076085969,10000000000000000000000,21395848341272076085968,0.17,1000.0,22500000000000000000000,11395848341272076085968,4,4.0,929.0,chiefeng,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqwhllllsmvhpqu,Romania,69,480,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqwlllllssh7etn,MoneyDigital,11.31,12.56,13533947196178503514016,5000000000000000000000,13533947196178503514016,0.11,999.0,14250000000000000000000,8533947196178503514016,2,4.0,612.0,moneydigital,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqwlllllssh7etn,EU,80,240,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqx0llllsdx93z0,Helios Staking ð¥â,12.19,13.54,174232366738745913837798,95000000000000000000000,174232366738745913837796,1.45,1000.0,175000000000000000000000,79232366738745913837796,38,110.0,5378.0,heliosstaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqx0llllsdx93z0,"Amsterdam, the Netherlands",14,4560,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqx8llllsxavffq,PrimalBlock,13.62,15.13,180004197089257981646858,150000000000000000000000,180004175185774587918180,1.5,1000.0,180000000000000000000000,30004175185774587918180,60,100.0,5535.0,primalblock,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqx8llllsxavffq,Matrix,13,7200,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqxhllllssz7sl7,Orange Staking ð,12.61,14.41,35574997784048534199021,25000000000000000000000,35574997784048534199020,0.29,1250.0,37000000000000000000000,10574997784048534199020,10,10.0,2558.0,orangestaking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqxhllllssz7sl7,"Utrecht, Netherlands",49,1199,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqxlllllsmehg53,ProCrypto ð Distributed Staking,12.2,14.93,119040432310513088424454,95000000000000000000000,119040372537536026820352,0.99,300.0,129129000000000000000000,24040372537536026820352,38,44.0,8100.0,procryptostaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqxlllllsmehg53,Global,22,3825,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqy0lllls33dlmm,Carpathian Stake,11.8,15.02,49673880464683037417096,55000000000000000000000,67673880464683037417088,0.56,1600.0,60000000000000000000000,12673880464683037417088,22,90.0,3678.0,carpathianstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqy0lllls33dlmm,Sibiu in the â¥ of the Carpathian mountains,29,2614,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqy8lllls62y8s5,The Palm Tree Network,12.07,14.8,226873745226059149852186,212500000000000000000000,274824734886828437474396,2.29,1700.0,232500000000000000000000,62324734886828437474396,85,68.0,5346.0,thepalmtreenw,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqy8lllls62y8s5,Barcelona,8,10440,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqyhllllsv4k7x2,â¡ï¸Middle Staking ð«ð·,12.7,14.94,90717384307411370650622,72500000000000000000000,90717384307411370650616,0.75,1500.0,92000000000000000000000,18217384307411370650616,29,55.0,2970.0,middlestakingfr,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqyhllllsv4k7x2,France,24,3479,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqyllllls8wlxd9,â¡ï¸Disruptive Digitalâ¡ï¸,13.76,15.48,28999765621177125938231,35000000000000000000000,38999765621177125938230,0.32,1000.0,29000000000000000000000,3999765621177125938230,14,10.0,1671.0,ddigital,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqyllllls8wlxd9,Romania,44,1679,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqz8llllsh6u4jp,ARC Stake,12.06,14.26,181049399986020721680634,127500000000000000000000,188600260261932437752827,1.57,1500.0,220000000000000000000000,61100260261932437752827,51,48.0,6873.0,arcstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqz8llllsh6u4jp,"Sibiu, Romania",12,6120,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqzhllllsp9wvyl,â¡ï¸Trust Stakingâ¡ï¸,11.72,13.03,382555222728414816434821,175000000000000000000000,385100881146628066291309,3.21,1000.0,0,210100881146628066291309,70,69.0,12799.0,truststaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqzhllllsp9wvyl,England-Romania-USA-Swiss,6,8400,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqzllllls27850s,UnitedGroup,12.88,15.15,140387377700619730758383,117500000000000000000000,140387377700619730758337,1.17,1500.0,180000000000000000000000,22887377700619730758337,47,47.0,3508.0,unitedgroup,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqzllllls27850s,Sibiu - Romania,19,5640,0.0
2022-04-05,elrondcom,Elrond Community Delegation ð,,14.5,,2182500000000000000000000,3034999999999999983221937,25.37,,,852499999999999983221937,873,,,elrondcom,,,,1,107760,
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq00llllsghg898,Inception Network,12.24,12.36,37562502624650028021868,12500000000000000000000,37562502624650028021865,0.31,100.0,0,25062502624650028021865,5,5.0,3138.0,inceptionnetwork,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq00llllsghg898,,46,600,0.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq08llllsrvplwg,Trust Staking US,11.71,13.78,63621869565609418656840,37500000000000000000000,63621833575287202459860,0.53,1500.0,100000000000000000000000,26121833575287202459860,15,15.0,762.0,truststakingus,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq08llllsrvplwg,United States,30,1799,1.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq0hlllls4nnxck,Trust Staking Portugal,11.86,13.94,8072744279320319767739,5000000000000000000000,8072744279320319767738,0.06,1500.0,15000000000000000000000,3072744279320319767738,2,2.0,314.0,truststakingpt,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq0hlllls4nnxck,Portugal,98,240,1.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq0llllls7g67ne,OpenStake.io,12.66,12.78,12232513174604205311434,5000000000000000000000,12232513174604205311434,0.1,100.0,15000000000000000000000,7232513174604205311434,2,2.0,1418.0,open_stake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq0llllls7g67ne,,83,240,0.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq20llllsh0uuxv,Stake Capital,12.03,14.15,57165331916255992771892,37500000000000000000000,57165331916255992771890,0.47,1500.0,97049370000000000000000,19665331916255992771890,15,15.0,4835.0,stakecapital_,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq20llllsh0uuxv,,34,1799,1.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq28llllsu54ydr,Everstake company,11.86,14.28,161784918575023578136615,110000000000000000000000,161784918575023578136588,1.35,1500.0,182000000000000000000000,51784918575023578136588,44,100.0,5219.0,everstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq28llllsu54ydr,"Kyiv, Ukraine",16,5160,0.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq2hlllls2t8ama,steak4all ð¥©stake and fine meats,12.86,13.98,7998783827718626116670,5000000000000000000000,7998783827718626116670,0.06,800.0,17323440000000000000000,2998783827718626116670,2,3.0,847.0,steak4all,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq2hlllls2t8ama,"Vancouver, BC",99,240,0.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq2lllllspsw9sj,Unity Stake,12.06,12.69,38123771556179012430884,15000000000000000000000,38123771556179012430882,0.31,500.0,50000000000000000000000,23123771556179012430882,6,14.0,1879.0,unitystake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq2lllllspsw9sj,,45,720,0.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq30llllsc4t005,LATAM Staking Pool,12.38,13.75,8551910741385723951684,5000000000000000000000,8551910741385723951684,0.07,1000.0,10000000000000000000000,3551910741385723951684,2,2.0,1080.0,latamsp,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq30llllsc4t005,,95,240,1.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3hlllls93swj9,Elrond Philippines Staking,13.51,14.21,7483988673033160413207,5000000000000000000000,7483988673033160413206,0.06,500.0,7482000000000000000000,2483988673033160413206,2,3.0,401.0,zillabytes,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3hlllls93swj9,,104,240,0.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3lllllsw2eke2,Hyperblocks Professional Service,12.48,13.86,33102524937561685950660,20000000000000000000000,33102524937561685950656,0.27,1000.0,50000000000000000000000,13102524937561685950656,8,8.0,1626.0,hyperblockspro,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3lllllsw2eke2,Singapore,51,954,0.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq40llllsfjmn54,Forbole,11.77,13.84,62370255133223345262695,37500000000000000000000,62370255133223345262690,0.52,1500.0,85000000000000000000000,24870255133223345262690,15,22.0,1056.0,forbole,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq40llllsfjmn54,Cosmos,31,1799,0.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq48llllszfjtl6,Gandalf Staking - NFTs as logo,12.73,14.14,30511788322111092761597,20000000000000000000000,30511788322111092761592,0.25,1000.0,50000000000000000000000,10511788322111092761592,8,8.0,1180.0,gandalfnetwork,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq48llllszfjtl6,Middle Earth,54,960,1.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq4lllllsldf2zt,art3mis.cloud,12.82,12.94,5698357391764827519584,2500000000000000000000,5698357391764827519584,0.04,100.0,5700000000000000000000,3198357391764827519584,1,1.0,422.0,art3mis,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq4lllllsldf2zt,,110,120,0.0
2022-04-05,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq50lllls8dl5vl,Parasco Staking,10.7,14.26,14771323555507815276827,10000000000000000000000,14771323555507815276824,0.12,1.0,15115000000000000000000,4771323555507815276824,4,4.0,1185.0,parasco1,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq50lllls8dl5vl,Romania,79,359,0.0
